bandwidth_saved_percent,compression_ratio,detector_retention,energy_j,image,keep_ratio,lpips,method,object_retention,psnr,region_preservation,relevance_retention,semantic_utility_score,ssim
99.18,122.6587,1.0,7.192254,datasets\sentinel2_100_patch\images\sentinel2_cems_0058.png,0.7,0.85885,utility_aware_70,1.0,16.9109,1.0,1.0,100.0,0.6726
99.11,112.4313,1.0,6.621145,datasets\sentinel2_100_patch\images\sentinel2_cems_0058.png,0.8,0.819085,utility_aware_80,1.0,17.7266,1.0,1.0,100.0,0.687
99.05,105.049,0.993716,6.586944,datasets\sentinel2_100_patch\images\sentinel2_cems_0058.png,0.9,0.769219,utility_aware_90,1.0,19.0523,1.0,0.99367,99.622,0.7173
99.01,100.8091,1.0,6.996039,datasets\sentinel2_100_patch\images\sentinel2_cems_0058.png,1.0,0.748582,utility_aware_100,1.0,21.7084,1.0,1.0,100.0,0.7814
99.77,426.0143,0.883983,6.79014,datasets\sentinel2_100_patch\images\sentinel2_cems_0059.png,0.1,0.889934,utility_aware_10,1.0,12.5677,0.243164,0.871779,85.2265,0.2081
99.65,282.9332,0.998097,6.996859,datasets\sentinel2_100_patch\images\sentinel2_cems_0059.png,0.2,0.889036,utility_aware_20,1.0,13.2291,0.490234,0.967759,94.1814,0.3748
99.54,219.7469,1.0,6.52144,datasets\sentinel2_100_patch\images\sentinel2_cems_0059.png,0.3,0.879928,utility_aware_30,1.0,13.9441,0.520508,0.991673,95.0385,0.4981
99.45,182.7638,1.0,7.194671,datasets\sentinel2_100_patch\images\sentinel2_cems_0059.png,0.4,0.873054,utility_aware_40,1.0,14.5737,0.515625,1.0,95.1563,0.5818
99.36,157.0529,0.923354,7.108867,datasets\sentinel2_100_patch\images\sentinel2_cems_0059.png,0.5,0.865175,utility_aware_50,1.0,15.3039,0.271484,0.905522,87.7594,0.6431
99.28,139.1594,0.851638,7.228082,datasets\sentinel2_100_patch\images\sentinel2_cems_0059.png,0.6,0.858807,utility_aware_60,1.0,16.1176,0.208008,0.857983,83.3053,0.6889
99.21,126.0333,0.80083,7.045786,datasets\sentinel2_100_patch\images\sentinel2_cems_0059.png,0.7,0.845059,utility_aware_70,1.0,16.9842,0.15332,0.806686,79.7001,0.7222
99.14,116.3139,0.802131,6.869644,datasets\sentinel2_100_patch\images\sentinel2_cems_0059.png,0.8,0.82719,utility_aware_80,1.0,17.898,0.158203,0.81172,79.9017,0.7524
99.07,108.0449,0.746015,7.299084,datasets\sentinel2_100_patch\images\sentinel2_cems_0059.png,0.9,0.804295,utility_aware_90,1.0,18.6644,0.139648,0.760486,76.4468,0.7761
99.05,104.8213,0.782789,6.948347,datasets\sentinel2_100_patch\images\sentinel2_cems_0059.png,1.0,0.776667,utility_aware_100,1.0,19.1445,0.240234,0.794001,79.5939,0.7969
99.76,415.9408,0.170313,6.408466,datasets\sentinel2_100_patch\images\sentinel2_cems_0060.png,0.1,0.808229,utility_aware_10,1.0,9.3251,0.048828,0.168877,40.6784,0.1248
99.65,286.2367,0.328372,6.582243,datasets\sentinel2_100_patch\images\sentinel2_cems_0060.png,0.2,0.776818,utility_aware_20,1.0,10.4374,0.168945,0.32544,51.3331,0.2984
99.55,222.3051,0.445778,6.684018,datasets\sentinel2_100_patch\images\sentinel2_cems_0060.png,0.3,0.766757,utility_aware_30,1.0,11.5413,0.246094,0.441087,59.1138,0.4398
99.46,185.4288,0.50841,6.794482,datasets\sentinel2_100_patch\images\sentinel2_cems_0060.png,0.4,0.757098,utility_aware_40,1.0,12.9391,0.147461,0.507424,61.9595,0.56
99.38,160.2552,0.639644,7.005654,datasets\sentinel2_100_patch\images\sentinel2_cems_0060.png,0.5,0.750353,utility_aware_50,1.0,14.244,0.338867,0.642978,71.834,0.6486
99.3,141.9139,0.690796,7.10168,datasets\sentinel2_100_patch\images\sentinel2_cems_0060.png,0.6,0.759283,utility_aware_60,1.0,15.4995,0.248047,0.686762,73.8476,0.7118
99.22,128.1137,0.731754,6.932438,datasets\sentinel2_100_patch\images\sentinel2_cems_0060.png,0.7,0.761313,utility_aware_70,1.0,16.8815,0.251953,0.726347,76.3166,0.7625
99.15,117.2933,0.820345,6.776176,datasets\sentinel2_100_patch\images\sentinel2_cems_0060.png,0.8,0.753027,utility_aware_80,1.0,17.9977,0.382812,0.827667,83.1952,0.7951
99.09,109.3202,0.830799,6.763776,datasets\sentinel2_100_patch\images\sentinel2_cems_0060.png,0.9,0.755877,utility_aware_90,1.0,18.8394,0.381836,0.836289,83.7761,0.8159
99.05,105.5283,0.859025,7.04305,datasets\sentinel2_100_patch\images\sentinel2_cems_0060.png,1.0,0.76695,utility_aware_100,1.0,19.531,0.433594,0.861859,85.9341,0.8296
99.75,398.4787,0.617232,6.526466,datasets\sentinel2_100_patch\images\sentinel2_cems_0061.png,0.1,0.892279,utility_aware_10,1.0,10.0733,0.210379,0.613058,69.0542,0.1712
99.62,265.9622,0.795861,6.786118,datasets\sentinel2_100_patch\images\sentinel2_cems_0061.png,0.2,0.859746,utility_aware_20,1.0,10.9902,0.451613,0.776585,81.8823,0.3074
99.51,205.3378,0.839807,7.12882,datasets\sentinel2_100_patch\images\sentinel2_cems_0061.png,0.3,0.843678,utility_aware_30,1.0,11.9799,0.772791,0.822502,87.7702,0.4313
99.42,172.1168,1.0,7.107051,datasets\sentinel2_100_patch\images\sentinel2_cems_0061.png,0.4,0.84321,utility_aware_40,1.0,12.7739,1.0,1.0,100.0,0.516
99.33,148.6117,1.0,7.496723,datasets\sentinel2_100_patch\images\sentinel2_cems_0061.png,0.5,0.840359,utility_aware_50,1.0,13.6923,1.0,1.0,100.0,0.5882
99.24,131.6,1.0,7.590183,datasets\sentinel2_100_patch\images\sentinel2_cems_0061.png,0.6,0.820688,utility_aware_60,1.0,15.4947,1.0,1.0,100.0,0.6698
99.16,119.4434,1.0,7.792714,datasets\sentinel2_100_patch\images\sentinel2_cems_0061.png,0.7,0.799859,utility_aware_70,1.0,16.7436,1.0,1.0,100.0,0.7191
99.09,109.4058,1.0,6.967948,datasets\sentinel2_100_patch\images\sentinel2_cems_0061.png,0.8,0.78489,utility_aware_80,1.0,17.6602,1.0,1.0,100.0,0.7483
99.02,101.644,1.0,6.988691,datasets\sentinel2_100_patch\images\sentinel2_cems_0061.png,0.9,0.762214,utility_aware_90,1.0,19.7613,1.0,1.0,100.0,0.7908
98.98,98.1789,1.0,7.239763,datasets\sentinel2_100_patch\images\sentinel2_cems_0061.png,1.0,0.748584,utility_aware_100,1.0,22.7667,1.0,1.0,100.0,0.8278
99.74,380.112,0.394994,6.118622,datasets\sentinel2_100_patch\images\sentinel2_cems_0062.png,0.1,0.782899,utility_aware_10,1.0,12.0313,1.0,0.414009,64.0799,0.2339
99.61,258.1344,0.458953,6.887338,datasets\sentinel2_100_patch\images\sentinel2_cems_0062.png,0.2,0.759541,utility_aware_20,1.0,13.1708,0.736842,0.479992,65.3264,0.3676
99.49,198.004,0.635044,6.451464,datasets\sentinel2_100_patch\images\sentinel2_cems_0062.png,0.3,0.740176,utility_aware_30,1.0,14.2358,1.0,0.669311,78.788,0.4533
99.4,165.7228,0.764095,6.57513,datasets\sentinel2_100_patch\images\sentinel2_cems_0062.png,0.4,0.717036,utility_aware_40,1.0,15.5762,1.0,0.801524,86.5943,0.5358
99.3,142.9825,0.799058,6.489323,datasets\sentinel2_100_patch\images\sentinel2_cems_0062.png,0.5,0.705597,utility_aware_50,1.0,16.4235,1.0,0.84048,88.7719,0.577
99.21,127.2716,0.827636,6.908703,datasets\sentinel2_100_patch\images\sentinel2_cems_0062.png,0.6,0.693687,utility_aware_60,1.0,17.791,1.0,0.874343,90.5923,0.625
99.12,114.1381,0.977823,6.875256,datasets\sentinel2_100_patch\images\sentinel2_cems_0062.png,0.7,0.682365,utility_aware_70,1.0,19.2742,1.0,1.0,99.1129,0.671
99.04,103.6603,0.937596,6.961666,datasets\sentinel2_100_patch\images\sentinel2_cems_0062.png,0.8,0.684812,utility_aware_80,1.0,21.1074,1.0,0.986405,97.2319,0.7185
98.97,96.9047,0.959004,7.084449,datasets\sentinel2_100_patch\images\sentinel2_cems_0062.png,0.9,0.688166,utility_aware_90,1.0,22.5242,1.0,1.0,98.3601,0.7567
98.95,94.9945,1.0,6.924046,datasets\sentinel2_100_patch\images\sentinel2_cems_0062.png,1.0,0.690932,utility_aware_100,1.0,23.5526,1.0,1.0,100.0,0.7889
99.75,399.4698,1.0,6.533235,datasets\sentinel2_100_patch\images\sentinel2_cems_0063.png,0.1,0.868251,utility_aware_10,1.0,13.0563,0.185547,1.0,91.8555,0.1983
99.62,266.3132,0.998237,6.619492,datasets\sentinel2_100_patch\images\sentinel2_cems_0063.png,0.2,0.86935,utility_aware_20,1.0,13.4981,0.21875,0.95518,91.2206,0.3184
99.52,207.445,1.0,6.448571,datasets\sentinel2_100_patch\images\sentinel2_cems_0063.png,0.3,0.878783,utility_aware_30,1.0,14.0468,0.521484,1.0,95.2148,0.4375
99.42,172.7241,1.0,6.697805,datasets\sentinel2_100_patch\images\sentinel2_cems_0063.png,0.4,0.858541,utility_aware_40,1.0,14.5934,0.760742,1.0,97.6074,0.5203
99.34,151.0992,1.0,6.731992,datasets\sentinel2_100_patch\images\sentinel2_cems_0063.png,0.5,0.847933,utility_aware_50,1.0,15.244,0.972656,1.0,99.7266,0.5973
99.26,134.6358,1.0,6.948527,datasets\sentinel2_100_patch\images\sentinel2_cems_0063.png,0.6,0.83269,utility_aware_60,1.0,16.0325,1.0,1.0,100.0,0.6622
99.18,121.849,1.0,7.03424,datasets\sentinel2_100_patch\images\sentinel2_cems_0063.png,0.7,0.81705,utility_aware_70,1.0,17.0591,1.0,1.0,100.0,0.7243
99.11,112.7561,0.985347,6.718345,datasets\sentinel2_100_patch\images\sentinel2_cems_0063.png,0.8,0.803319,utility_aware_80,1.0,18.1505,0.816406,0.977549,97.1289,0.7717
99.06,106.0987,0.836208,7.346641,datasets\sentinel2_100_patch\images\sentinel2_cems_0063.png,0.9,0.776124,utility_aware_90,1.0,19.4218,0.383789,0.850456,84.2953,0.8163
99.04,104.1778,0.692814,7.551788,datasets\sentinel2_100_patch\images\sentinel2_cems_0063.png,1.0,0.748026,utility_aware_100,1.0,20.215,0.141602,0.705903,73.2467,0.8396
99.72,353.9567,0.03103,5.727928,datasets\sentinel2_100_patch\images\sentinel2_cems_0064.png,0.1,0.681165,utility_aware_10,0.25,11.7628,0.010742,0.032738,9.5034,0.2602
99.59,245.7307,0.137471,6.042161,datasets\sentinel2_100_patch\images\sentinel2_cems_0064.png,0.2,0.61412,utility_aware_20,1.0,13.3561,0.063477,0.138221,38.8981,0.5238
99.48,193.2168,0.299234,6.048882,datasets\sentinel2_100_patch\images\sentinel2_cems_0064.png,0.3,0.588741,utility_aware_30,1.0,15.0782,0.165039,0.29784,49.5766,0.6971
99.39,162.938,0.463669,6.182245,datasets\sentinel2_100_patch\images\sentinel2_cems_0064.png,0.4,0.571087,utility_aware_40,1.0,16.6823,0.263672,0.466231,60.5081,0.7842
99.3,142.9207,0.643918,6.405521,datasets\sentinel2_100_patch\images\sentinel2_cems_0064.png,0.5,0.548627,utility_aware_50,1.0,18.3645,0.385742,0.645584,72.5258,0.8391
99.25,134.1971,0.84712,6.402374,datasets\sentinel2_100_patch\images\sentinel2_cems_0064.png,0.6,0.538999,utility_aware_60,1.0,19.9123,0.547852,0.847117,86.3056,0.867
99.19,122.9864,0.890837,6.299577,datasets\sentinel2_100_patch\images\sentinel2_cems_0064.png,0.7,0.530472,utility_aware_70,1.0,20.185,0.602539,0.88987,89.4562,0.8698
99.13,114.9952,0.895312,6.397014,datasets\sentinel2_100_patch\images\sentinel2_cems_0064.png,0.8,0.533771,utility_aware_80,1.0,20.2375,0.608398,0.894331,89.7831,0.8704
99.12,114.0231,0.897261,6.639455,datasets\sentinel2_100_patch\images\sentinel2_cems_0064.png,0.9,0.538074,utility_aware_90,1.0,20.2759,0.613281,0.896137,89.946,0.8702
99.15,116.9899,0.899518,6.629137,datasets\sentinel2_100_patch\images\sentinel2_cems_0064.png,1.0,0.526949,utility_aware_100,1.0,20.2916,0.620117,0.898341,90.1487,0.8698
99.71,339.9117,0.051383,6.214905,datasets\sentinel2_100_patch\images\sentinel2_cems_0065.png,0.1,0.576215,utility_aware_10,0.357143,12.873,0.049423,0.052465,14.3131,0.314
99.57,231.879,0.158611,5.811398,datasets\sentinel2_100_patch\images\sentinel2_cems_0065.png,0.2,0.535156,utility_aware_20,1.0,14.0294,0.177924,0.158295,41.2896,0.4905
99.44,179.7635,0.31763,6.499957,datasets\sentinel2_100_patch\images\sentinel2_cems_0065.png,0.3,0.523877,utility_aware_30,1.0,15.3793,0.313015,0.311784,52.071,0.6295
99.34,151.5675,0.521564,5.889438,datasets\sentinel2_100_patch\images\sentinel2_cems_0065.png,0.4,0.510613,utility_aware_40,1.0,16.7748,0.540362,0.508516,66.4365,0.7293
99.24,132.2987,0.749001,5.824039,datasets\sentinel2_100_patch\images\sentinel2_cems_0065.png,0.5,0.499468,utility_aware_50,1.0,18.7317,0.784185,0.730515,82.4122,0.8136
99.17,121.068,0.964053,6.388689,datasets\sentinel2_100_patch\images\sentinel2_cems_0065.png,0.6,0.480738,utility_aware_60,1.0,22.1366,0.996705,0.94699,97.469,0.8812
99.12,113.0064,1.0,6.567696,datasets\sentinel2_100_patch\images\sentinel2_cems_0065.png,0.7,0.481248,utility_aware_70,1.0,22.6766,1.0,0.988184,99.7637,0.888
99.08,108.7999,1.0,6.187424,datasets\sentinel2_100_patch\images\sentinel2_cems_0065.png,0.8,0.480717,utility_aware_80,1.0,22.7079,1.0,0.988478,99.7696,0.8887
99.06,106.2129,1.0,6.555377,datasets\sentinel2_100_patch\images\sentinel2_cems_0065.png,0.9,0.480956,utility_aware_90,1.0,22.7262,1.0,0.988168,99.7634,0.8884
99.1,110.8114,1.0,6.319887,datasets\sentinel2_100_patch\images\sentinel2_cems_0065.png,1.0,0.480585,utility_aware_100,1.0,22.7393,1.0,0.988142,99.7628,0.8877
99.76,416.5122,0.285434,6.543319,datasets\sentinel2_100_patch\images\sentinel2_cems_0066.png,0.1,0.805866,utility_aware_10,1.0,10.206,0.196078,0.285371,49.0856,0.2441
99.64,280.341,0.543507,6.52598,datasets\sentinel2_100_patch\images\sentinel2_cems_0066.png,0.2,0.795483,utility_aware_20,1.0,11.2221,0.447884,0.548244,67.184,0.3597
99.54,216.7794,0.649856,6.544745,datasets\sentinel2_100_patch\images\sentinel2_cems_0066.png,0.3,0.804702,utility_aware_30,1.0,12.1177,0.607843,0.658482,75.2423,0.4358
99.44,179.4149,0.729815,6.587892,datasets\sentinel2_100_patch\images\sentinel2_cems_0066.png,0.4,0.799141,utility_aware_40,1.0,13.204,0.764706,0.748185,81.8034,0.5057
99.35,154.3394,0.774021,6.730438,datasets\sentinel2_100_patch\images\sentinel2_cems_0066.png,0.5,0.79877,utility_aware_50,1.0,13.9257,0.836945,0.794612,85.2225,0.5469
99.27,137.2456,0.849888,6.767746,datasets\sentinel2_100_patch\images\sentinel2_cems_0066.png,0.6,0.790152,utility_aware_60,0.913043,14.7556,0.931889,0.878699,88.2797,0.5864
99.19,123.7907,0.897271,6.665862,datasets\sentinel2_100_patch\images\sentinel2_cems_0066.png,0.7,0.783591,utility_aware_70,1.0,15.3459,0.993808,0.928253,94.394,0.6124
99.12,113.422,1.0,6.919525,datasets\sentinel2_100_patch\images\sentinel2_cems_0066.png,0.8,0.765498,utility_aware_80,1.0,16.507,1.0,1.0,100.0,0.652
99.06,105.9154,0.957161,6.704947,datasets\sentinel2_100_patch\images\sentinel2_cems_0066.png,0.9,0.756837,utility_aware_90,1.0,17.0943,1.0,0.994832,98.1831,0.6719
99.02,102.1553,1.0,7.086211,datasets\sentinel2_100_patch\images\sentinel2_cems_0066.png,1.0,0.779891,utility_aware_100,1.0,21.7649,1.0,1.0,100.0,0.7412
99.77,426.8549,1.0,6.796916,datasets\sentinel2_100_patch\images\sentinel2_cems_0067.png,0.1,0.910461,utility_aware_10,1.0,13.0892,0.782227,1.0,97.8223,0.2959
99.65,289.8347,1.0,6.857541,datasets\sentinel2_100_patch\images\sentinel2_cems_0067.png,0.2,0.893484,utility_aware_20,1.0,13.967,1.0,1.0,100.0,0.4437
99.55,221.8264,1.0,7.172355,datasets\sentinel2_100_patch\images\sentinel2_cems_0067.png,0.3,0.881359,utility_aware_30,1.0,14.4523,1.0,1.0,100.0,0.5413
99.45,182.8824,1.0,6.978914,datasets\sentinel2_100_patch\images\sentinel2_cems_0067.png,0.4,0.876424,utility_aware_40,1.0,15.2856,1.0,1.0,100.0,0.5894
99.37,158.223,1.0,7.208157,datasets\sentinel2_100_patch\images\sentinel2_cems_0067.png,0.5,0.87121,utility_aware_50,1.0,16.0225,1.0,1.0,100.0,0.6263
99.28,138.1778,1.0,6.876899,datasets\sentinel2_100_patch\images\sentinel2_cems_0067.png,0.6,0.864156,utility_aware_60,1.0,16.6005,1.0,1.0,100.0,0.6541
99.2,124.514,1.0,7.226791,datasets\sentinel2_100_patch\images\sentinel2_cems_0067.png,0.7,0.856599,utility_aware_70,1.0,17.3704,0.948242,1.0,99.4824,0.6869
99.13,115.1042,0.996918,7.597497,datasets\sentinel2_100_patch\images\sentinel2_cems_0067.png,0.8,0.841469,utility_aware_80,1.0,18.0119,0.673828,0.995401,96.523,0.7121
99.07,107.7431,0.999761,6.917812,datasets\sentinel2_100_patch\images\sentinel2_cems_0067.png,0.9,0.822716,utility_aware_90,1.0,18.6835,0.916992,1.0,99.1604,0.7388
99.06,105.9824,1.0,6.688326,datasets\sentinel2_100_patch\images\sentinel2_cems_0067.png,1.0,0.817074,utility_aware_100,1.0,19.1003,1.0,1.0,100.0,0.7642
99.75,393.3235,0.212564,6.352672,datasets\sentinel2_100_patch\images\sentinel2_cems_0068.png,0.1,0.770772,utility_aware_10,1.0,12.129,0.143555,0.210121,44.1405,0.3148
99.63,269.0651,0.380469,6.564838,datasets\sentinel2_100_patch\images\sentinel2_cems_0068.png,0.2,0.742889,utility_aware_20,1.0,14.1796,0.321289,0.375089,55.9334,0.5683
99.52,207.3426,0.544719,6.752336,datasets\sentinel2_100_patch\images\sentinel2_cems_0068.png,0.3,0.716531,utility_aware_30,1.0,15.6445,0.629883,0.544517,68.9779,0.6942
99.42,172.6543,0.620998,7.084864,datasets\sentinel2_100_patch\images\sentinel2_cems_0068.png,0.4,0.697068,utility_aware_40,1.0,16.6661,0.62793,0.619933,73.5179,0.7532
99.33,149.0399,0.710658,6.617118,datasets\sentinel2_100_patch\images\sentinel2_cems_0068.png,0.5,0.680435,utility_aware_50,1.0,17.497,0.783203,0.709371,80.4458,0.7888
99.24,132.3153,0.776661,7.15574,datasets\sentinel2_100_patch\images\sentinel2_cems_0068.png,0.6,0.666902,utility_aware_60,1.0,18.3727,0.810547,0.779654,84.765,0.8162
99.17,119.9326,0.914564,7.181528,datasets\sentinel2_100_patch\images\sentinel2_cems_0068.png,0.7,0.654804,utility_aware_70,1.0,19.2656,0.983398,0.90068,94.4301,0.8388
99.09,110.2895,0.902038,6.71069,datasets\sentinel2_100_patch\images\sentinel2_cems_0068.png,0.8,0.635528,utility_aware_80,1.0,19.9892,0.922852,0.892115,93.1523,0.8546
99.04,104.2852,0.957381,6.889013,datasets\sentinel2_100_patch\images\sentinel2_cems_0068.png,0.9,0.628273,utility_aware_90,1.0,20.8868,0.972656,0.955207,97.1259,0.8723
99.02,102.5226,0.981657,7.457214,datasets\sentinel2_100_patch\images\sentinel2_cems_0068.png,1.0,0.630189,utility_aware_100,1.0,21.3711,1.0,0.982637,98.919,0.8829
99.72,354.4004,0.088061,6.162566,datasets\sentinel2_100_patch\images\sentinel2_cems_0069.png,0.1,0.802038,utility_aware_10,0.571429,10.7065,0.096115,0.088235,23.3912,0.1848
99.58,237.2476,0.230569,6.200473,datasets\sentinel2_100_patch\images\sentinel2_cems_0069.png,0.2,0.762508,utility_aware_20,1.0,11.4439,0.302658,0.231724,46.8838,0.2994
99.46,186.0195,0.40043,6.177387,datasets\sentinel2_100_patch\images\sentinel2_cems_0069.png,0.3,0.736185,utility_aware_30,1.0,12.1054,0.599182,0.40011,60.0112,0.3857
99.35,153.2754,0.590545,6.906159,datasets\sentinel2_100_patch\images\sentinel2_cems_0069.png,0.4,0.712307,utility_aware_40,1.0,13.2828,0.817996,0.585515,73.5121,0.4934
99.24,132.0334,0.727024,6.522231,datasets\sentinel2_100_patch\images\sentinel2_cems_0069.png,0.5,0.696309,utility_aware_50,1.0,14.1751,0.924335,0.721165,82.7476,0.5604
99.14,116.855,0.809889,6.67474,datasets\sentinel2_100_patch\images\sentinel2_cems_0069.png,0.6,0.680394,utility_aware_60,1.0,14.9237,0.95501,0.806393,88.0735,0.6092
99.06,106.088,0.818794,6.873669,datasets\sentinel2_100_patch\images\sentinel2_cems_0069.png,0.7,0.668957,utility_aware_70,1.0,15.8235,0.936605,0.820579,88.5294,0.6604
98.96,96.1954,0.8712,7.008928,datasets\sentinel2_100_patch\images\sentinel2_cems_0069.png,0.8,0.638444,utility_aware_80,1.0,18.3447,0.887526,0.879607,91.3154,0.7641
98.89,89.8618,0.867271,6.420656,datasets\sentinel2_100_patch\images\sentinel2_cems_0069.png,0.9,0.62415,utility_aware_90,1.0,21.6529,0.773006,0.885287,90.1267,0.8414
98.86,87.9267,1.0,6.891392,datasets\sentinel2_100_patch\images\sentinel2_cems_0069.png,1.0,0.625432,utility_aware_100,1.0,25.2859,0.94274,1.0,99.4274,0.8801
99.72,357.6889,0.094546,6.268456,datasets\sentinel2_100_patch\images\sentinel2_cems_0070.png,0.1,0.833388,utility_aware_10,0.461538,11.2007,0.107417,0.097301,20.6482,0.1862
99.59,243.3282,0.219651,6.194852,datasets\sentinel2_100_patch\images\sentinel2_cems_0070.png,0.2,0.784205,utility_aware_20,1.0,12.0366,0.296675,0.22779,46.3086,0.3044
99.47,187.1325,0.393295,6.439167,datasets\sentinel2_100_patch\images\sentinel2_cems_0070.png,0.3,0.7503,utility_aware_30,1.0,13.365,0.547315,0.403615,59.2773,0.4291
99.35,154.2794,0.532456,6.853975,datasets\sentinel2_100_patch\images\sentinel2_cems_0070.png,0.4,0.710648,utility_aware_40,1.0,14.3511,0.647059,0.546977,68.7084,0.506
99.25,134.0475,0.612161,6.47193,datasets\sentinel2_100_patch\images\sentinel2_cems_0070.png,0.5,0.689703,utility_aware_50,1.0,15.2761,0.7289,0.634418,74.4638,0.5733
99.16,119.5213,0.618358,6.553132,datasets\sentinel2_100_patch\images\sentinel2_cems_0070.png,0.6,0.681519,utility_aware_60,1.0,15.6025,0.734015,0.645386,74.9822,0.6
99.09,109.626,0.787353,6.477332,datasets\sentinel2_100_patch\images\sentinel2_cems_0070.png,0.7,0.658203,utility_aware_70,1.0,17.1077,0.913043,0.820233,87.0292,0.6748
99.0,100.0825,0.816107,8.482457,datasets\sentinel2_100_patch\images\sentinel2_cems_0070.png,0.8,0.640117,utility_aware_80,1.0,19.9508,0.953964,0.857868,89.3413,0.7618
98.93,93.4946,0.909843,6.465508,datasets\sentinel2_100_patch\images\sentinel2_cems_0070.png,0.9,0.639862,utility_aware_90,1.0,23.173,0.956522,0.937584,94.7106,0.8148
98.91,91.8427,1.0,6.719814,datasets\sentinel2_100_patch\images\sentinel2_cems_0070.png,1.0,0.649826,utility_aware_100,1.0,25.5264,1.0,1.0,100.0,0.845
99.76,413.7203,0.213284,6.096114,datasets\sentinel2_100_patch\images\sentinel2_cems_0071.png,0.1,0.847656,utility_aware_10,0.636364,10.1313,0.15332,0.211327,33.382,0.2364
99.65,283.1268,0.320851,6.575621,datasets\sentinel2_100_patch\images\sentinel2_cems_0071.png,0.2,0.794397,utility_aware_20,0.681818,11.1691,0.191406,0.311087,41.4244,0.3931
99.54,215.7779,0.450878,6.777344,datasets\sentinel2_100_patch\images\sentinel2_cems_0071.png,0.3,0.746572,utility_aware_30,0.863636,12.3999,0.255859,0.437141,55.2456,0.5055
99.44,177.8525,0.604076,6.868676,datasets\sentinel2_100_patch\images\sentinel2_cems_0071.png,0.4,0.723219,utility_aware_40,1.0,13.2795,0.551758,0.580928,71.2992,0.5663
99.34,151.6751,0.73337,6.451277,datasets\sentinel2_100_patch\images\sentinel2_cems_0071.png,0.5,0.712799,utility_aware_50,0.954545,14.2506,0.81543,0.719568,80.5168,0.6225
99.26,134.5957,0.852483,6.777339,datasets\sentinel2_100_patch\images\sentinel2_cems_0071.png,0.6,0.704423,utility_aware_60,1.0,15.168,0.885742,0.848522,89.9272,0.6699
99.18,121.8941,1.0,6.650492,datasets\sentinel2_100_patch\images\sentinel2_cems_0071.png,0.7,0.702754,utility_aware_70,1.0,16.2085,1.0,1.0,100.0,0.7128
99.11,112.7269,1.0,6.802905,datasets\sentinel2_100_patch\images\sentinel2_cems_0071.png,0.8,0.699088,utility_aware_80,0.818182,17.8272,1.0,1.0,94.5455,0.7645
99.05,105.6523,1.0,7.20598,datasets\sentinel2_100_patch\images\sentinel2_cems_0071.png,0.9,0.704592,utility_aware_90,0.772727,19.1853,1.0,1.0,93.1818,0.8108
99.03,103.1446,1.0,7.229517,datasets\sentinel2_100_patch\images\sentinel2_cems_0071.png,1.0,0.705718,utility_aware_100,0.772727,20.8703,0.975586,1.0,92.9377,0.8561
99.76,418.9993,1.0,6.517572,datasets\sentinel2_100_patch\images\sentinel2_cems_0072.png,0.1,0.885194,utility_aware_10,1.0,12.1595,0.385742,1.0,93.8574,0.1765
99.65,284.2541,1.0,6.379701,datasets\sentinel2_100_patch\images\sentinel2_cems_0072.png,0.2,0.863916,utility_aware_20,1.0,12.7031,0.455078,1.0,94.5508,0.2929
99.54,219.4529,1.0,7.125566,datasets\sentinel2_100_patch\images\sentinel2_cems_0072.png,0.3,0.837788,utility_aware_30,1.0,13.2438,0.482422,1.0,94.8242,0.3764
99.45,182.8774,1.0,7.722385,datasets\sentinel2_100_patch\images\sentinel2_cems_0072.png,0.4,0.820546,utility_aware_40,1.0,13.913,0.419922,1.0,94.1992,0.46
99.36,156.9238,0.990906,7.08541,datasets\sentinel2_100_patch\images\sentinel2_cems_0072.png,0.5,0.813911,utility_aware_50,1.0,14.4286,0.263672,0.973704,91.747,0.5327
99.29,140.0421,1.0,7.150959,datasets\sentinel2_100_patch\images\sentinel2_cems_0072.png,0.6,0.804026,utility_aware_60,1.0,15.0609,0.558594,1.0,95.5859,0.6032
99.2,125.4428,1.0,6.895414,datasets\sentinel2_100_patch\images\sentinel2_cems_0072.png,0.7,0.790427,utility_aware_70,1.0,15.8537,1.0,1.0,100.0,0.668
99.13,114.6002,1.0,7.412328,datasets\sentinel2_100_patch\images\sentinel2_cems_0072.png,0.8,0.776321,utility_aware_80,1.0,16.9963,0.938477,1.0,99.3848,0.7404
99.07,107.583,1.0,6.778422,datasets\sentinel2_100_patch\images\sentinel2_cems_0072.png,0.9,0.76172,utility_aware_90,1.0,18.6392,1.0,1.0,100.0,0.8066
99.04,104.5777,1.0,7.195992,datasets\sentinel2_100_patch\images\sentinel2_cems_0072.png,1.0,0.745851,utility_aware_100,1.0,20.3619,0.822266,1.0,98.2227,0.8516
99.72,356.9636,0.267266,5.730495,datasets\sentinel2_100_patch\images\sentinel2_cems_0073.png,0.1,0.79218,utility_aware_10,0.5,11.7151,0.958333,0.272371,40.7214,0.2197
99.58,237.227,0.412269,6.187309,datasets\sentinel2_100_patch\images\sentinel2_cems_0073.png,0.2,0.743337,utility_aware_20,0.714286,12.6873,1.0,0.429042,56.5002,0.3355
99.46,185.1572,0.450061,6.161589,datasets\sentinel2_100_patch\images\sentinel2_cems_0073.png,0.3,0.722745,utility_aware_30,0.714286,13.4553,1.0,0.473093,58.8929,0.4152
